"d","t","travelers","CumulativeT"
"2","2018-09-18 05:06:03","1","96"
"2","2018-09-18 05:07:01","1","97"
"2","2018-09-18 05:07:07","1","98"
"2","2018-09-18 05:07:12","1","99"
"2","2018-09-18 05:07:13","1","100"
"2","2018-09-18 05:07:28","1","101"
"2","2018-09-18 05:07:29","1","102"
"2","2018-09-18 05:07:35","1","103"
"2","2018-09-18 05:08:00","1","104"
"2","2018-09-18 05:08:28","1","105"
"2","2018-09-18 05:08:44","1","106"
"2","2018-09-18 05:08:53","1","107"
"2","2018-09-18 05:09:07","1","108"
"2","2018-09-18 05:09:10","2","110"
"2","2018-09-18 05:09:12","1","111"
"2","2018-09-18 05:09:19","1","112"
"2","2018-09-18 05:09:21","1","113"
"2","2018-09-18 05:09:28","1","114"
"2","2018-09-18 05:09:58","1","115"
"2","2018-09-18 05:10:20","1","116"
"2","2018-09-18 05:10:49","1","117"
"2","2018-09-18 05:11:03","1","118"
"2","2018-09-18 05:11:28","1","119"
"2","2018-09-18 05:11:37","1","120"
"2","2018-09-18 05:11:55","1","121"
"2","2018-09-18 05:12:12","1","122"
"2","2018-09-18 05:12:47","1","123"
"2","2018-09-18 05:13:05","1","124"
"2","2018-09-18 05:13:08","1","125"
"2","2018-09-18 05:13:15","1","126"
"2","2018-09-18 05:13:16","1","127"
"2","2018-09-18 05:13:51","1","128"
"2","2018-09-18 05:13:58","1","129"
"2","2018-09-18 05:14:04","1","130"
"2","2018-09-18 05:14:27","1","131"
"2","2018-09-18 05:14:33","1","132"
"2","2018-09-18 05:14:38","1","133"
"2","2018-09-18 05:14:40","1","134"
"2","2018-09-18 05:14:44","1","135"
"2","2018-09-18 05:14:52","1","136"
"2","2018-09-18 05:15:03","2","138"
"2","2018-09-18 05:15:04","1","139"
"2","2018-09-18 05:15:06","1","140"
"2","2018-09-18 05:15:08","1","141"
"2","2018-09-18 05:15:09","1","142"
"2","2018-09-18 05:15:21","1","143"
"2","2018-09-18 05:15:43","1","144"
"2","2018-09-18 05:15:46","1","145"
"2","2018-09-18 05:15:55","1","146"
"2","2018-09-18 05:15:56","2","148"
"2","2018-09-18 05:15:58","1","149"
"2","2018-09-18 05:15:59","1","150"
"2","2018-09-18 05:16:06","1","151"
"2","2018-09-18 05:16:08","1","152"
"2","2018-09-18 05:16:12","1","153"
"2","2018-09-18 05:16:34","1","154"
"2","2018-09-18 05:16:49","1","155"
"2","2018-09-18 05:17:32","1","156"
"2","2018-09-18 05:17:39","1","157"
"2","2018-09-18 05:17:45","1","158"
"2","2018-09-18 05:18:26","3","161"
"2","2018-09-18 05:18:30","1","162"
"2","2018-09-18 05:18:44","1","163"
"2","2018-09-18 05:18:47","1","164"
"2","2018-09-18 05:18:50","1","165"
"2","2018-09-18 05:18:59","1","166"
"2","2018-09-18 05:19:15","1","167"
"2","2018-09-18 05:19:18","1","168"
"2","2018-09-18 05:19:22","1","169"
"2","2018-09-18 05:19:31","1","170"
"2","2018-09-18 05:19:34","1","171"
"2","2018-09-18 05:19:35","1","172"
"2","2018-09-18 05:19:45","1","173"
"2","2018-09-18 05:19:51","1","174"
"2","2018-09-18 05:19:53","1","175"
"2","2018-09-18 05:19:58","1","176"
"2","2018-09-18 05:20:00","1","177"
"2","2018-09-18 05:20:06","1","178"
"2","2018-09-18 05:20:10","1","179"
"2","2018-09-18 05:20:11","1","180"
"2","2018-09-18 05:20:12","1","181"
"2","2018-09-18 05:20:19","2","183"
"2","2018-09-18 05:20:27","1","184"
"2","2018-09-18 05:20:29","1","185"
"2","2018-09-18 05:20:30","1","186"
"2","2018-09-18 05:20:31","1","187"
"2","2018-09-18 05:20:35","1","188"
"2","2018-09-18 05:20:50","1","189"
"2","2018-09-18 05:20:56","1","190"
"2","2018-09-18 05:21:06","1","191"
"2","2018-09-18 05:21:09","1","192"
"2","2018-09-18 05:21:11","2","194"
"2","2018-09-18 05:21:15","1","195"
"2","2018-09-18 05:21:42","1","196"
"2","2018-09-18 05:22:28","1","197"
"2","2018-09-18 05:22:32","1","198"
"2","2018-09-18 05:22:40","1","199"
"2","2018-09-18 05:22:46","1","200"
"2","2018-09-18 05:22:47","2","202"
"2","2018-09-18 05:22:49","1","203"
"2","2018-09-18 05:22:50","1","204"
"2","2018-09-18 05:22:51","1","205"
"2","2018-09-18 05:22:56","1","206"
"2","2018-09-18 05:23:09","1","207"
"2","2018-09-18 05:23:18","1","208"
"2","2018-09-18 05:23:20","1","209"
"2","2018-09-18 05:23:30","1","210"
"2","2018-09-18 05:23:41","1","211"
"2","2018-09-18 05:23:49","1","212"
"2","2018-09-18 05:24:03","1","213"
"2","2018-09-18 05:24:11","2","215"
"2","2018-09-18 05:24:19","1","216"
"2","2018-09-18 05:24:20","1","217"
"2","2018-09-18 05:24:32","1","218"
"2","2018-09-18 05:24:34","1","219"
"2","2018-09-18 05:24:44","1","220"
"2","2018-09-18 05:24:55","1","221"
"2","2018-09-18 05:25:00","1","222"
"2","2018-09-18 05:25:02","1","223"
"2","2018-09-18 05:25:04","1","224"
"2","2018-09-18 05:25:15","1","225"
"2","2018-09-18 05:25:19","1","226"
"2","2018-09-18 05:25:27","1","227"
"2","2018-09-18 05:25:29","1","228"
"2","2018-09-18 05:26:14","1","229"
"2","2018-09-18 05:26:31","1","230"
"2","2018-09-18 05:26:54","1","231"
"2","2018-09-18 05:26:58","1","232"
"2","2018-09-18 05:26:59","2","234"
"2","2018-09-18 05:27:20","1","235"
"2","2018-09-18 05:27:27","1","236"
"2","2018-09-18 05:27:41","1","237"
"2","2018-09-18 05:27:48","1","238"
"2","2018-09-18 05:27:52","1","239"
"2","2018-09-18 05:27:55","1","240"
"2","2018-09-18 05:28:02","2","242"
"2","2018-09-18 05:28:03","1","243"
"2","2018-09-18 05:28:21","1","244"
"2","2018-09-18 05:28:23","1","245"
"2","2018-09-18 05:28:25","1","246"
"2","2018-09-18 05:28:33","1","247"
"2","2018-09-18 05:28:50","1","248"
"2","2018-09-18 05:28:55","1","249"
"2","2018-09-18 05:29:01","1","250"
"2","2018-09-18 05:29:08","1","251"
"2","2018-09-18 05:29:09","1","252"
"2","2018-09-18 05:29:14","1","253"
"2","2018-09-18 05:29:36","1","254"
"2","2018-09-18 05:29:52","1","255"
"2","2018-09-18 05:29:55","1","256"
"2","2018-09-18 05:29:58","1","257"
"2","2018-09-18 05:29:59","1","258"
"2","2018-09-18 05:30:00","1","259"
"2","2018-09-18 05:30:02","1","260"
"2","2018-09-18 05:30:05","1","261"
"2","2018-09-18 05:30:19","1","262"
"2","2018-09-18 05:30:22","1","263"
"2","2018-09-18 05:30:27","1","264"
"2","2018-09-18 05:30:35","1","265"
"2","2018-09-18 05:30:57","1","266"
"2","2018-09-18 05:31:03","1","267"
"2","2018-09-18 05:31:10","1","268"
"2","2018-09-18 05:31:12","1","269"
"2","2018-09-18 05:31:13","1","270"
"2","2018-09-18 05:31:24","1","271"
"2","2018-09-18 05:31:27","1","272"
"2","2018-09-18 05:31:32","1","273"
"2","2018-09-18 05:31:37","2","275"
"2","2018-09-18 05:31:40","1","276"
"2","2018-09-18 05:31:43","1","277"
"2","2018-09-18 05:31:48","1","278"
"2","2018-09-18 05:32:00","1","279"
"2","2018-09-18 05:32:06","1","280"
"2","2018-09-18 05:32:10","1","281"
"2","2018-09-18 05:32:11","1","282"
"2","2018-09-18 05:32:18","2","284"
"2","2018-09-18 05:32:27","1","285"
"2","2018-09-18 05:32:37","1","286"
"2","2018-09-18 05:32:38","2","288"
"2","2018-09-18 05:32:51","1","289"
"2","2018-09-18 05:33:14","1","290"
"2","2018-09-18 05:33:23","1","291"
"2","2018-09-18 05:33:26","1","292"
"2","2018-09-18 05:33:29","1","293"
"2","2018-09-18 05:33:34","1","294"
"2","2018-09-18 05:33:37","1","295"
"2","2018-09-18 05:33:57","1","296"
"2","2018-09-18 05:34:06","1","297"
"2","2018-09-18 05:34:29","1","298"
"2","2018-09-18 05:34:31","1","299"
"2","2018-09-18 05:34:32","1","300"
"2","2018-09-18 05:34:35","1","301"
"2","2018-09-18 05:34:36","1","302"
"2","2018-09-18 05:34:41","2","304"
"2","2018-09-18 05:34:44","1","305"
"2","2018-09-18 05:34:45","1","306"
"2","2018-09-18 05:34:48","1","307"
"2","2018-09-18 05:34:54","1","308"
"2","2018-09-18 05:35:00","1","309"
"2","2018-09-18 05:35:01","1","310"
"2","2018-09-18 05:35:03","1","311"
"2","2018-09-18 05:35:06","2","313"
"2","2018-09-18 05:35:07","1","314"
"2","2018-09-18 05:35:08","1","315"
"2","2018-09-18 05:35:15","1","316"
"2","2018-09-18 05:35:23","1","317"
"2","2018-09-18 05:35:27","1","318"
"2","2018-09-18 05:35:36","1","319"
"2","2018-09-18 05:35:37","1","320"
"2","2018-09-18 05:35:38","1","321"
"2","2018-09-18 05:35:39","1","322"
"2","2018-09-18 05:35:40","1","323"
"2","2018-09-18 05:35:42","1","324"
"2","2018-09-18 05:35:47","1","325"
"2","2018-09-18 05:35:50","1","326"
"2","2018-09-18 05:35:54","1","327"
"2","2018-09-18 05:36:09","1","328"
"2","2018-09-18 05:36:10","1","329"
"2","2018-09-18 05:36:17","2","331"
"2","2018-09-18 05:36:19","1","332"
"2","2018-09-18 05:36:28","1","333"
"2","2018-09-18 05:36:31","1","334"
"2","2018-09-18 05:36:43","1","335"
"2","2018-09-18 05:36:48","2","337"
"2","2018-09-18 05:36:59","1","338"
"2","2018-09-18 05:37:08","1","339"
"2","2018-09-18 05:37:09","1","340"
"2","2018-09-18 05:37:15","1","341"
"2","2018-09-18 05:37:16","1","342"
"2","2018-09-18 05:37:20","2","344"
"2","2018-09-18 05:37:27","2","346"
"2","2018-09-18 05:37:29","2","348"
"2","2018-09-18 05:37:36","1","349"
"2","2018-09-18 05:37:42","1","350"
"2","2018-09-18 05:37:43","1","351"
"2","2018-09-18 05:37:44","2","353"
"2","2018-09-18 05:37:54","1","354"
"2","2018-09-18 05:37:57","1","355"
"2","2018-09-18 05:38:01","1","356"
"2","2018-09-18 05:38:06","1","357"
"2","2018-09-18 05:38:08","1","358"
"2","2018-09-18 05:38:12","2","360"
"2","2018-09-18 05:38:26","1","361"
"2","2018-09-18 05:38:33","1","362"
"2","2018-09-18 05:38:36","1","363"
"2","2018-09-18 05:38:49","1","364"
"2","2018-09-18 05:38:50","1","365"
"2","2018-09-18 05:38:58","2","367"
"2","2018-09-18 05:39:00","1","368"
"2","2018-09-18 05:39:13","1","369"
"2","2018-09-18 05:39:18","1","370"
"2","2018-09-18 05:39:20","1","371"
"2","2018-09-18 05:39:23","1","372"
"2","2018-09-18 05:39:26","2","374"
"2","2018-09-18 05:39:42","1","375"
"2","2018-09-18 05:39:47","1","376"
"2","2018-09-18 05:39:49","1","377"
"2","2018-09-18 05:39:54","2","379"
"2","2018-09-18 05:39:55","1","380"
"2","2018-09-18 05:39:56","1","381"
"2","2018-09-18 05:39:57","1","382"
"2","2018-09-18 05:39:59","1","383"
"2","2018-09-18 05:40:03","1","384"
"2","2018-09-18 05:40:07","1","385"
"2","2018-09-18 05:40:08","1","386"
"2","2018-09-18 05:40:18","1","387"
"2","2018-09-18 05:40:28","1","388"
"2","2018-09-18 05:40:29","1","389"
"2","2018-09-18 05:40:36","1","390"
"2","2018-09-18 05:40:37","1","391"
"2","2018-09-18 05:40:38","1","392"
"2","2018-09-18 05:40:40","1","393"
"2","2018-09-18 05:40:41","1","394"
"2","2018-09-18 05:40:42","1","395"
"2","2018-09-18 05:40:44","2","397"
"2","2018-09-18 05:40:48","1","398"
"2","2018-09-18 05:40:59","1","399"
"2","2018-09-18 05:41:00","1","400"
"2","2018-09-18 05:41:03","1","401"
"2","2018-09-18 05:41:14","1","402"
"2","2018-09-18 05:41:19","1","403"
"2","2018-09-18 05:41:26","1","404"
"2","2018-09-18 05:41:27","1","405"
"2","2018-09-18 05:41:28","1","406"
"2","2018-09-18 05:41:32","2","408"
"2","2018-09-18 05:41:35","1","409"
"2","2018-09-18 05:41:37","1","410"
"2","2018-09-18 05:41:41","1","411"
"2","2018-09-18 05:41:55","2","413"
"2","2018-09-18 05:42:12","1","414"
"2","2018-09-18 05:42:20","1","415"
"2","2018-09-18 05:42:23","1","416"
"2","2018-09-18 05:42:25","1","417"
"2","2018-09-18 05:42:26","1","418"
"2","2018-09-18 05:42:30","1","419"
"2","2018-09-18 05:42:31","1","420"
"2","2018-09-18 05:42:34","1","421"
"2","2018-09-18 05:42:37","1","422"
"2","2018-09-18 05:42:44","1","423"
"2","2018-09-18 05:42:45","2","425"
"2","2018-09-18 05:42:47","2","427"
"2","2018-09-18 05:42:53","1","428"
"2","2018-09-18 05:43:00","3","431"
"2","2018-09-18 05:43:02","2","433"
"2","2018-09-18 05:43:04","1","434"
"2","2018-09-18 05:43:07","1","435"
"2","2018-09-18 05:43:11","1","436"
"2","2018-09-18 05:43:13","1","437"
"2","2018-09-18 05:43:14","1","438"
"2","2018-09-18 05:43:15","1","439"
"2","2018-09-18 05:43:20","1","440"
"2","2018-09-18 05:43:21","1","441"
"2","2018-09-18 05:43:22","1","442"
"2","2018-09-18 05:43:26","1","443"
"2","2018-09-18 05:43:29","1","444"
"2","2018-09-18 05:43:32","1","445"
"2","2018-09-18 05:43:42","1","446"
"2","2018-09-18 05:43:50","1","447"
"2","2018-09-18 05:43:53","1","448"
"2","2018-09-18 05:44:01","1","449"
"2","2018-09-18 05:44:03","1","450"
"2","2018-09-18 05:44:05","1","451"
"2","2018-09-18 05:44:08","1","452"
"2","2018-09-18 05:44:09","1","453"
"2","2018-09-18 05:44:11","1","454"
"2","2018-09-18 05:44:15","1","455"
"2","2018-09-18 05:44:16","2","457"
"2","2018-09-18 05:44:20","1","458"
"2","2018-09-18 05:44:27","1","459"
"2","2018-09-18 05:44:29","2","461"
"2","2018-09-18 05:44:38","1","462"
"2","2018-09-18 05:44:39","1","463"
"2","2018-09-18 05:44:40","1","464"
"2","2018-09-18 05:44:52","1","465"
"2","2018-09-18 05:44:54","1","466"
"2","2018-09-18 05:44:55","2","468"
"2","2018-09-18 05:45:07","1","469"
"2","2018-09-18 05:45:12","1","470"
"2","2018-09-18 05:45:13","1","471"
"2","2018-09-18 05:45:20","1","472"
"2","2018-09-18 05:45:21","1","473"
"2","2018-09-18 05:45:23","2","475"
"2","2018-09-18 05:45:30","1","476"
"2","2018-09-18 05:45:31","1","477"
"2","2018-09-18 05:45:39","1","478"
"2","2018-09-18 05:45:43","1","479"
"2","2018-09-18 05:45:46","1","480"
"2","2018-09-18 05:45:48","1","481"
"2","2018-09-18 05:46:01","1","482"
"2","2018-09-18 05:46:02","1","483"
"2","2018-09-18 05:46:03","1","484"
"2","2018-09-18 05:46:06","1","485"
"2","2018-09-18 05:46:07","1","486"
"2","2018-09-18 05:46:11","1","487"
"2","2018-09-18 05:46:12","1","488"
"2","2018-09-18 05:46:15","1","489"
"2","2018-09-18 05:46:21","1","490"
"2","2018-09-18 05:46:22","1","491"
"2","2018-09-18 05:46:23","1","492"
"2","2018-09-18 05:46:30","1","493"
"2","2018-09-18 05:46:31","1","494"
"2","2018-09-18 05:46:32","1","495"
"2","2018-09-18 05:46:33","1","496"
"2","2018-09-18 05:46:35","1","497"
"2","2018-09-18 05:46:38","1","498"
"2","2018-09-18 05:46:41","1","499"
"2","2018-09-18 05:46:44","1","500"
"2","2018-09-18 05:46:51","1","501"
"2","2018-09-18 05:46:53","1","502"
"2","2018-09-18 05:46:55","1","503"
"2","2018-09-18 05:46:57","1","504"
"2","2018-09-18 05:46:59","1","505"
"2","2018-09-18 05:47:10","1","506"
"2","2018-09-18 05:47:16","1","507"
"2","2018-09-18 05:47:18","1","508"
"2","2018-09-18 05:47:30","1","509"
"2","2018-09-18 05:47:31","1","510"
"2","2018-09-18 05:47:47","1","511"
"2","2018-09-18 05:47:57","1","512"
"2","2018-09-18 05:48:00","1","513"
"2","2018-09-18 05:48:01","1","514"
"2","2018-09-18 05:48:06","1","515"
"2","2018-09-18 05:48:10","1","516"
"2","2018-09-18 05:48:11","1","517"
"2","2018-09-18 05:48:20","1","518"
"2","2018-09-18 05:48:21","2","520"
"2","2018-09-18 05:48:27","1","521"
"2","2018-09-18 05:48:34","1","522"
"2","2018-09-18 05:48:35","1","523"
"2","2018-09-18 05:48:36","2","525"
"2","2018-09-18 05:48:45","1","526"
"2","2018-09-18 05:48:47","1","527"
"2","2018-09-18 05:48:49","2","529"
"2","2018-09-18 05:49:00","1","530"
"2","2018-09-18 05:49:03","1","531"
"2","2018-09-18 05:49:10","1","532"
"2","2018-09-18 05:49:11","1","533"
"2","2018-09-18 05:49:13","1","534"
"2","2018-09-18 05:49:18","1","535"
"2","2018-09-18 05:49:24","1","536"
"2","2018-09-18 05:49:28","2","538"
"2","2018-09-18 05:49:30","1","539"
"2","2018-09-18 05:49:33","1","540"
"2","2018-09-18 05:49:34","1","541"
"2","2018-09-18 05:49:47","1","542"
"2","2018-09-18 05:49:49","1","543"
"2","2018-09-18 05:49:51","1","544"
"2","2018-09-18 05:49:52","1","545"
"2","2018-09-18 05:49:53","2","547"
"2","2018-09-18 05:50:05","1","548"
"2","2018-09-18 05:50:06","2","550"
"2","2018-09-18 05:50:09","1","551"
"2","2018-09-18 05:50:10","1","552"
"2","2018-09-18 05:50:12","2","554"
"2","2018-09-18 05:50:27","2","556"
"2","2018-09-18 05:50:29","1","557"
"2","2018-09-18 05:50:38","1","558"
"2","2018-09-18 05:50:43","1","559"
"2","2018-09-18 05:50:44","1","560"
"2","2018-09-18 05:50:45","1","561"
"2","2018-09-18 05:50:47","1","562"
"2","2018-09-18 05:50:59","1","563"
"2","2018-09-18 05:51:05","1","564"
"2","2018-09-18 05:51:07","2","566"
"2","2018-09-18 05:51:08","1","567"
"2","2018-09-18 05:51:13","2","569"
"2","2018-09-18 05:51:16","1","570"
"2","2018-09-18 05:51:17","1","571"
"2","2018-09-18 05:51:18","1","572"
"2","2018-09-18 05:51:20","2","574"
"2","2018-09-18 05:51:23","1","575"
"2","2018-09-18 05:51:25","1","576"
"2","2018-09-18 05:51:28","1","577"
"2","2018-09-18 05:51:31","1","578"
"2","2018-09-18 05:51:34","1","579"
"2","2018-09-18 05:51:38","1","580"
"2","2018-09-18 05:51:40","2","582"
"2","2018-09-18 05:51:46","1","583"
"2","2018-09-18 05:51:48","2","585"
"2","2018-09-18 05:51:49","1","586"
"2","2018-09-18 05:51:50","1","587"
"2","2018-09-18 05:51:55","1","588"
"2","2018-09-18 05:51:56","1","589"
"2","2018-09-18 05:51:58","1","590"
"2","2018-09-18 05:52:01","1","591"
"2","2018-09-18 05:52:04","1","592"
"2","2018-09-18 05:52:05","1","593"
"2","2018-09-18 05:52:12","1","594"
"2","2018-09-18 05:52:16","1","595"
"2","2018-09-18 05:52:26","1","596"
"2","2018-09-18 05:52:27","1","597"
"2","2018-09-18 05:52:31","1","598"
"2","2018-09-18 05:52:32","1","599"
"2","2018-09-18 05:52:36","1","600"
"2","2018-09-18 05:52:37","1","601"
"2","2018-09-18 05:52:38","2","603"
"2","2018-09-18 05:52:44","1","604"
"2","2018-09-18 05:52:46","1","605"
"2","2018-09-18 05:52:50","1","606"
"2","2018-09-18 05:52:51","2","608"
"2","2018-09-18 05:52:52","1","609"
"2","2018-09-18 05:52:54","2","611"
"2","2018-09-18 05:52:56","1","612"
"2","2018-09-18 05:53:04","1","613"
"2","2018-09-18 05:53:07","1","614"
"2","2018-09-18 05:53:15","1","615"
"2","2018-09-18 05:53:17","1","616"
"2","2018-09-18 05:53:19","1","617"
"2","2018-09-18 05:53:21","1","618"
"2","2018-09-18 05:53:24","1","619"
"2","2018-09-18 05:53:27","1","620"
"2","2018-09-18 05:53:29","1","621"
"2","2018-09-18 05:53:31","1","622"
"2","2018-09-18 05:53:33","1","623"
"2","2018-09-18 05:53:34","1","624"
"2","2018-09-18 05:53:37","1","625"
"2","2018-09-18 05:53:39","1","626"
"2","2018-09-18 05:53:40","1","627"
"2","2018-09-18 05:53:41","1","628"
"2","2018-09-18 05:53:47","1","629"
"2","2018-09-18 05:53:48","1","630"
"2","2018-09-18 05:53:50","1","631"
"2","2018-09-18 05:53:53","1","632"
"2","2018-09-18 05:53:56","1","633"
"2","2018-09-18 05:54:00","1","634"
"2","2018-09-18 05:54:04","1","635"
"2","2018-09-18 05:54:06","1","636"
"2","2018-09-18 05:54:11","1","637"
"2","2018-09-18 05:54:12","1","638"
"2","2018-09-18 05:54:17","1","639"
"2","2018-09-18 05:54:24","1","640"
"2","2018-09-18 05:54:27","1","641"
"2","2018-09-18 05:54:31","1","642"
"2","2018-09-18 05:54:32","1","643"
"2","2018-09-18 05:54:35","1","644"
"2","2018-09-18 05:54:44","1","645"
"2","2018-09-18 05:54:48","1","646"
"2","2018-09-18 05:54:49","1","647"
"2","2018-09-18 05:54:51","2","649"
"2","2018-09-18 05:54:55","1","650"
"2","2018-09-18 05:54:57","1","651"
"2","2018-09-18 05:55:00","1","652"
"2","2018-09-18 05:55:03","1","653"
"2","2018-09-18 05:55:07","1","654"
"2","2018-09-18 05:55:22","1","655"
"2","2018-09-18 05:55:23","1","656"
"2","2018-09-18 05:55:24","1","657"
"2","2018-09-18 05:55:28","1","658"
"2","2018-09-18 05:55:30","1","659"
"2","2018-09-18 05:55:35","2","661"
"2","2018-09-18 05:55:41","1","662"
"2","2018-09-18 05:55:45","1","663"
"2","2018-09-18 05:55:46","1","664"
"2","2018-09-18 05:55:49","1","665"
"2","2018-09-18 05:55:51","1","666"
"2","2018-09-18 05:55:53","2","668"
"2","2018-09-18 05:55:56","1","669"
"2","2018-09-18 05:55:57","2","671"
"2","2018-09-18 05:55:58","1","672"
"2","2018-09-18 05:55:59","1","673"
"2","2018-09-18 05:56:15","1","674"
"2","2018-09-18 05:56:19","1","675"
"2","2018-09-18 05:56:24","1","676"
"2","2018-09-18 05:56:29","1","677"
"2","2018-09-18 05:56:34","1","678"
"2","2018-09-18 05:56:35","1","679"
"2","2018-09-18 05:56:38","2","681"
"2","2018-09-18 05:56:40","1","682"
"2","2018-09-18 05:56:45","2","684"
"2","2018-09-18 05:56:50","1","685"
"2","2018-09-18 05:56:53","1","686"
"2","2018-09-18 05:56:54","1","687"
"2","2018-09-18 05:57:05","1","688"
"2","2018-09-18 05:57:07","2","690"
"2","2018-09-18 05:57:09","2","692"
"2","2018-09-18 05:57:15","1","693"
"2","2018-09-18 05:57:16","1","694"
"2","2018-09-18 05:57:23","1","695"
"2","2018-09-18 05:57:26","1","696"
"2","2018-09-18 05:57:31","1","697"
"2","2018-09-18 05:57:33","1","698"
"2","2018-09-18 05:57:36","1","699"
"2","2018-09-18 05:57:38","1","700"
"2","2018-09-18 05:57:40","1","701"
"2","2018-09-18 05:57:44","2","703"
"2","2018-09-18 05:57:46","1","704"
"2","2018-09-18 05:57:50","1","705"
"2","2018-09-18 05:57:56","1","706"
"2","2018-09-18 05:57:57","1","707"
"2","2018-09-18 05:57:59","1","708"
"2","2018-09-18 05:58:01","2","710"
"2","2018-09-18 05:58:02","1","711"
"2","2018-09-18 05:58:05","1","712"
"2","2018-09-18 05:58:09","1","713"
"2","2018-09-18 05:58:12","2","715"
"2","2018-09-18 05:58:17","1","716"
"2","2018-09-18 05:58:21","1","717"
"2","2018-09-18 05:58:22","1","718"
"2","2018-09-18 05:58:24","1","719"
"2","2018-09-18 05:58:25","1","720"
"2","2018-09-18 05:58:28","1","721"
"2","2018-09-18 05:58:30","1","722"
"2","2018-09-18 05:58:31","1","723"
"2","2018-09-18 05:58:36","2","725"
"2","2018-09-18 05:58:37","1","726"
"2","2018-09-18 05:58:38","1","727"
"2","2018-09-18 05:58:39","1","728"
"2","2018-09-18 05:58:41","1","729"
"2","2018-09-18 05:58:43","1","730"
"2","2018-09-18 05:58:46","1","731"
"2","2018-09-18 05:58:50","1","732"
"2","2018-09-18 05:58:57","1","733"
"2","2018-09-18 05:58:59","1","734"
"2","2018-09-18 05:59:00","1","735"
