"CardID","CardGroup","Route","SrcName","SrcLat","SrcLon"
"8261920","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"8260600","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"8224930","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"6860010","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"6779970","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"6580140","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"6423850","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"6303850","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"5982300","Other Concession","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"5970420","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"4568290","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"4235600","Other Concession","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"4227870","Other Concession","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"2655660","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"2606690","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"2460230","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"1967930","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"1924750","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"1529190","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"1434070","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"1377720","Senior_Aged Pension","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"1023270","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"994920","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"103440","Full Fare","512","Strathmore Railway Station/Woodlands St (Strathmore)","-37.7391577","144.9185729"
"12859800","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"12493740","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"11689430","Other Concession","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"11491840","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"11445340","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"10933980","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"8495380","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"8425320","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"5176540","Full Fare","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"2125640","Other Concession","951","Glenroy Railway Station/Hartington St (Glenroy)","-37.7046265","144.9152786"
"13502160","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13496880","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13490010","Other Concession","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13409020","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13322350","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13320860","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13318770","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13317560","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13303520","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13215660","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13171680","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13170370","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13098020","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13059510","Tertiary","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12949520","Senior_Aged Pension","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12836590","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12831760","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12746360","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12661690","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12614100","Tertiary","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12499940","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12184980","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12116250","Other Concession","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12098710","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12068580","Other Concession","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11959120","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11865360","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11724570","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11723700","Senior_Aged Pension","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11723620","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11614450","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11590160","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11586870","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11395130","Senior_Aged Pension","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11391560","Senior_Aged Pension","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11198520","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11020890","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11009870","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10744050","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10707820","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10613960","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10574910","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9967630","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9763770","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9759910","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9752020","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9720670","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9589000","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9490290","Senior_Aged Pension","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9277830","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9126930","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8660010","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8519800","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8476110","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8472160","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8471640","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8326990","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8254820","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8244720","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8233950","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7993910","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7976170","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7876180","Other Concession","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7840950","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7694640","Student","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7592860","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7494320","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7235470","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"6939880","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"6368820","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"6148540","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"5836230","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"5467050","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"5449700","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"4974380","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"4548760","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"4337330","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"3617220","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"3545230","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"3499370","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2523910","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2363580","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2297200","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2224260","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2071310","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1965130","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1936550","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1136760","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1134900","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1044890","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1007050","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1005070","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"924390","Full Fare","600","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13502160","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13496880","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13490010","Other Concession","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13409020","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13322350","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13320860","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13318770","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13317560","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13303520","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13215660","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13171680","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13170370","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13098020","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13059510","Tertiary","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12949520","Senior_Aged Pension","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12836590","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12831760","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12746360","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12661690","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12614100","Tertiary","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12499940","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12184980","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12116250","Other Concession","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12098710","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"12068580","Other Concession","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11959120","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11865360","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11724570","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11723700","Senior_Aged Pension","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11723620","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11614450","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11590160","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11586870","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11395130","Senior_Aged Pension","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11391560","Senior_Aged Pension","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11198520","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11020890","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"11009870","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10744050","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10707820","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10613960","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"10574910","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9967630","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9763770","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9759910","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9752020","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9720670","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9589000","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9490290","Senior_Aged Pension","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9277830","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"9126930","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8660010","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8519800","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8476110","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8472160","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8471640","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8326990","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8254820","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8244720","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"8233950","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7993910","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7976170","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7876180","Other Concession","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7840950","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7694640","Student","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7592860","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7494320","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"7235470","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"6939880","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"6368820","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"6148540","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"5836230","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"5467050","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"5449700","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"4974380","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"4548760","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"4337330","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"3617220","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"3545230","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"3499370","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2523910","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2363580","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2297200","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2224260","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"2071310","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1965130","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1936550","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1136760","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1134900","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1044890","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1007050","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"1005070","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"924390","Full Fare","923","Sandringham Railway Station/Station St (Sandringham)","-37.9503482","145.0022055"
"13243900","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"13173340","Tertiary","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"12858680","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"12376310","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"12091930","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"12083090","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11997100","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11758960","Student","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11683850","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11668840","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11520740","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11353690","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"11066910","Tertiary","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"10964060","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"10948390","Tertiary","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"10836940","Other Concession","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"10617150","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"10531180","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"10508910","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"9992110","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"9966410","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"9503240","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"9401560","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"9235890","Tertiary","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"8570350","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"8560980","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"8550280","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"7856400","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"7768370","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
"7220650","Full Fare","534","Merlynston Railway Station/Lorensen Ave (Coburg North)","-37.7209287","144.9591429"
